lat,lon,timestamp,_id
  25.302806099999998, 83.00740569999999, 1627480355595, "28uwBwBvgUoE9XHi" 
  25.302806099999998, 83.00740569999999, 1627480467801, "74g1lkKxUEw8qRCd" 
  25.293619200000002, 83.0046208, 1627480381249, "Wg0Y6egs9tiRlLw9" 
  25.302806099999998, 83.00740569999999, 1627480239603, "ZYQSV1TvFSljgiS3" 
  25.302806099999998, 83.00740569999999, 1627480351817, "aPIEltxBq6duouEc" 
  25.302806099999998, 83.00740569999999, 1627480178397, "fXbTAHqCre9wXOWy" 
  25.302806099999998, 83.00740569999999, 1627480468495, "ghHf3q6ZZTtWiSeS" 
  25.302806099999998, 83.00740569999999, 1627480354711, "xqftMCSYlzB4Wwod" 
  25.293619200000002, 83.0046208, 1627480380567, "yYf5Xikp8ZeBDrwW" 
  25.302806099999998, 83.00740569999999, 1627480567598, "Pq5blevbOh656UAw" 
  25.302806099999998, 83.00740569999999, 1627480567608, "l8vHtNJLmIu1ZdBG" 
  25.302806099999998, 83.00740569999999, 1627480567611, "z3Spt5nRxba7sDJV" 
  25.302806099999998, 83.00740569999999, 1627480567614, "3QPMsm0QL2asEWFo" 
  25.302806099999998, 83.00740569999999, 1627480567617, "CQyxnFX4A2fquMN8" 
  25.302806099999998, 83.00740569999999, 1627480567622, "94MNuFieGMdt4rTj" 
  25.293619200000002, 83.0046208, 1627480571508, "OOFZQnPQPRRpHwD6" 
  25.293619200000002, 83.0046208, 1627480571657, "wQv14Wo5FrHgXXI9" 
  25.293619200000002, 83.0046208, 1627480571833, "d0renB7UTqCFH3G9" 
  25.293619200000002, 83.0046208, 1627480572009, "TysKCfXa0ld1meS8" 
  25.293619200000002, 83.0046208, 1627480572179, "rHmyfTBOU9S2vXsN" 
  25.293619200000002, 83.0046208, 1627480572362, "KNaj5veN5IsX01c6" 
  25.293619200000002, 83.0046208, 1627480572545, "1Q0gfPWWoLrGM1gV" 
  25.293619200000002, 83.0046208, 1627480572730, "bLEANSe0PDj6QE0r" 
  25.293619200000002, 83.0046208, 1627480572906, "uCxJTYQb6Km4daq8" 
  25.293619200000002, 83.0046208, 1627480573093, "nsyxFlMVaCAWUBiH" 
  25.293619200000002, 83.0046208, 1627480573297, "ULZOWqnNq3YwRX5a" 
  25.293619200000002, 83.0046208, 1627480573457, "kxCHnydAxh2RN0Fy" 
  25.293619200000002, 83.0046208, 1627480573641, "L5ye7etm1NnLrykO" 
